Condition,ParticipantID,Order.x,time,Word,BkgdKeys,promptBkgdKeys,typedWord,Keys,accuracyScore,No.Errors,RTs,id.x,firstPress,wholeWordTime,IKIs,typedCorrect,ratePerf,imageryQ,VI,KI,PHQ9,tStyle
AOMIgen,30,1 = AOMIgen,3,ascend,NA,NA,ascend,a,1,0,0.7476,1,0.7476,2.112,0,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,ascend,NA,NA,ascend,s,1,0,0.9388,1,0.7476,2.112,0.1912,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,ascend,NA,NA,ascend,c,1,0,1.222,1,0.7476,2.112,0.2832,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,ascend,NA,NA,ascend,e,1,0,1.4389,1,0.7476,2.112,0.2169,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,ascend,NA,NA,ascend,n,1,0,1.5877,1,0.7476,2.112,0.1488,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,ascend,NA,NA,ascend,d,1,0,1.6975,1,0.7476,2.112,0.1098,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,ascend,NA,NA,ascend,return,na,0,2.112,1,0.7476,2.112,0.4145,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,belfry,NA,NA,belfry,b,1,1,0.6027,2,0.6027,2.5898,0,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,belfry,NA,NA,belfry,l,1,1,0.7577,2,0.6027,2.5898,0.155,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,belfry,NA,NA,belfry,backspace,0,1,1.2288,2,0.6027,2.5898,0.4711,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,belfry,NA,NA,belfry,e,0,1,1.427,2,0.6027,2.5898,0.1982,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,belfry,NA,NA,belfry,l,0,1,1.7856,2,0.6027,2.5898,0.3586,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,belfry,NA,NA,belfry,f,1,1,1.9682,2,0.6027,2.5898,0.1826,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,belfry,NA,NA,belfry,r,1,1,2.1324,2,0.6027,2.5898,0.1642,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,belfry,NA,NA,belfry,y,1,1,2.2582,2,0.6027,2.5898,0.1258,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,belfry,NA,NA,belfry,return,na,1,2.5898,2,0.6027,2.5898,0.3316,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,botany,NA,NA,botany,b,1,1,0.6967,25,0.6967,3.9771,0,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,botany,NA,NA,botany,o,1,1,0.8429,25,0.6967,3.9771,0.1462,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,botany,NA,NA,botany,n,0,1,0.9725,25,0.6967,3.9771,0.1296,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,botany,NA,NA,botany,t,1,1,1.0827,25,0.6967,3.9771,0.1102,1,4,NA,3,4,3,touch
AOMIgen,30,1 = AOMIgen,3,botany,NA,NA,botany,a,1,1,1.3068,25,0.6967,3.9771,0.2241,1,4,NA,3,4,3,touch
